Flow Duration,Total Fwd Packets,Fwd Packets,Bwd Packets,Flow IAT,SYN Flag Count,FIN Flag Count,Active Mean,Idle Mean,Label
17199844.0,10,4749,372,,0,0,0.03832351267337799,2.3556605180104575,BENIGN
